transaction_id,timestamp,product_id,quantity,price,customer_id,sales_channel,discount_code,region,payment_method,transaction_status
2082,2025-04-21 23:36:01,8,,,133,online,,East,paypal,
2083,2025-12-28 16:02:06.038200,5,,,32,store,HALFOFF,South,paypal,pending
2084,2025-03-02 19:33:11.246940,1,,,8,online,NOTVALID,invalid_region,,completed
2085,not_a_timestamp,10,7,699.93,-5,reseller,STUDENT20,invalid_region,paypal,
1195,2025-10-21 10:38:00,10,2,199.98,2,invalid_channel,,Central,credit_card,completed
2087,2025-09-04 22:04:01,10,-1,-99.99,2,store,,North,debit_card,completed
2088,2025-12-08 18:19:53,9999999,,,2,invalid_channel,NOTVALID,East,debit_card,pending
2089,2025-11-02 18:15:28,,1,,10,reseller,STUDENT20,West,,failed
2090,,10,,,8,invalid_channel,WELCOME10,West,invalid_method,
1636,2025-05-21 13:53:05,1,-1,-24.3,8,,NOTVALID,East,paypal,
2092,2025-11-26 14:49:15,5,,,2,store,WELCOME10,West,invalid_method,pending
2093,2025-11-03 21:26:06,3,10,392.0,10,online,,,credit_card,
2094,2025-08-24 02:53:17.404589,,,,999,store,WELCOME10,West,debit_card,completed
2095,,10,,,10,online,,East,cash,failed
,2025-04-24 04:34:11,9999999,,,1,reseller,,South,debit_card,pending
2097,2025-12-28 17:46:35,2,,,2,reseller,,North,paypal,unknown
2098,2025-12-19 00:48:33,2,10,636.0,,,STUDENT20,invalid_region,cash,failed
2099,2025-06-21 09:28:03,10,,,2,reseller,,East,,pending
2100,2025-02-25 21:52:38,10,5,499.95,32,online,STUDENT20,Central,,pending
,2025-10-09 05:46:21,2,,,133,invalid_channel,HALFOFF,,,completed
2102,2025-03-15 01:23:49.915270,10,,,1,,WELCOME10,East,paypal,unknown
2103,2025-08-28 23:59:50,2,,,133,store,HALFOFF,West,,pending
2104,2025-09-03 22:02:41.779256,3,5,196.0,1,invalid_channel,,West,credit_card,unknown
2105,2025-07-02 18:43:04.430231,1,,,133,invalid_channel,STUDENT20,East,,completed
,2025-12-02 08:44:23,7,,,10,invalid_channel,WELCOME10,,invalid_method,completed
2107,2025-07-11 13:43:00,1,6,145.8,133,reseller,HALFOFF,invalid_region,invalid_method,completed
2108,2025-01-28 16:20:47,10,2,199.98,8,reseller,STUDENT20,South,,unknown
2109,2025-10-01 03:17:50,1,7,170.1,-5,,,West,debit_card,unknown
2110,2025-07-20 19:23:19,10,10,999.9,2,store,,East,credit_card,unknown
1040,not_a_timestamp,7,8,295.2,-5,store,STUDENT20,South,,
2112,2025-06-07 08:15:12,3,8,313.6,133,online,STUDENT20,South,invalid_method,failed
2113,2025-05-19 15:58:34.610209,10,,,1,invalid_channel,,South,debit_card,failed
2114,2025-01-20 13:47:37,7,0,0.0,10,,WELCOME10,invalid_region,invalid_method,
2115,,10,5,499.95,8,,,invalid_region,,unknown
1262,2025-08-25 16:52:57,8,,,32,online,NOTVALID,South,credit_card,failed
2117,2025-11-10 15:41:01,10,9,899.91,133,,STUDENT20,North,invalid_method,failed
2118,,9999999,,,-5,invalid_channel,NOTVALID,East,cash,failed
2119,,5,10,879.4,999,store,NOTVALID,West,,
2120,2025-08-04 18:43:14,5,,,-5,,NOTVALID,East,invalid_method,failed
1916,2025-02-25 20:14:31,7,0,0.0,-5,store,NOTVALID,South,paypal,
2122,2025-09-03 00:48:14,10,,,8,online,NOTVALID,South,cash,unknown
2123,not_a_timestamp,2,1,63.6,133,invalid_channel,,Central,cash,unknown
2124,2025-12-10 19:07:39,9999999,5,49999995,-5,invalid_channel,,North,paypal,unknown
2125,2025-12-04 04:37:55,2,,,32,,HALFOFF,East,paypal,failed
292,2025-06-08 12:55:28,,,,32,invalid_channel,,,credit_card,pending
2127,2025-11-01 16:13:11,3,8,313.6,10,invalid_channel,,,paypal,
2128,,2,,,32,online,HALFOFF,invalid_region,paypal,completed
2129,2025-08-10 09:38:32.505843,3,5,196.0,133,,,South,credit_card,pending
2130,2025-05-20 17:09:05,10,,,2,store,WELCOME10,Central,paypal,failed
,2025-02-12 19:21:02.685283,5,-2,-175.88,8,store,NOTVALID,South,,
2132,2025-08-20 21:11:57,8,,,-5,online,WELCOME10,West,invalid_method,pending
2133,,10,9,899.91,999,reseller,NOTVALID,West,paypal,unknown
2134,2025-11-10 09:51:55,7,10,369.0,133,online,HALFOFF,,credit_card,pending
2135,2025-11-21 10:59:36.573111,2,,,999,reseller,NOTVALID,South,,failed
466,not_a_timestamp,2,,,2,store,HALFOFF,West,cash,unknown
2137,2025-11-18 16:22:47,8,,,10,,WELCOME10,North,cash,unknown
2138,2025-01-23 03:08:38,9999999,,,2,online,,North,credit_card,pending
2139,2025-08-14 07:41:09.761724,9999999,,,8,invalid_channel,,North,cash,unknown
2140,2025-06-22 10:44:36.746789,2,,,-5,,WELCOME10,Central,debit_card,
,2025-05-20 01:41:21,2,-2,-127.2,-5,online,,South,paypal,pending
2142,2025-09-02 13:15:27,8,8,400,-5,,STUDENT20,Central,,
2143,,2,,,1,,,East,credit_card,
2144,2025-01-09 06:50:12,5,,,8,invalid_channel,STUDENT20,North,invalid_method,completed
2145,2025-02-27 04:48:04.886859,9999999,3,29999997,10,reseller,WELCOME10,East,debit_card,completed
1586,2025-09-04 02:29:31,7,,,1,reseller,,South,credit_card,completed
2147,2025-06-13 19:57:07,,,,8,reseller,NOTVALID,West,cash,failed
2148,2025-01-09 09:14:04,8,,,133,online,,Central,cash,unknown
2149,2025-04-05 10:24:22.176012,5,,,8,invalid_channel,,West,debit_card,completed
2150,2025-10-24 20:59:33.401654,7,7,258.3,999,,STUDENT20,,credit_card,failed
,2025-11-12 16:07:12,2,4,254.4,8,store,,East,invalid_method,unknown
2152,not_a_timestamp,5,,,-5,online,,Central,paypal,
2153,not_a_timestamp,1,8,194.4,999,store,WELCOME10,East,invalid_method,pending
2154,2025-09-18 11:59:08.181157,9999999,9,89999991,8,store,,West,paypal,
2155,2025-03-03 13:27:16.109805,8,3,150,32,store,HALFOFF,Central,debit_card,
,2025-08-19 01:07:34.366679,9999999,,,8,invalid_channel,,South,,unknown
2157,2025-06-19 06:18:39.261119,5,5,439.7,1,store,,South,debit_card,
2158,2025-04-10 12:19:00.924679,2,2,127.2,-5,invalid_channel,HALFOFF,South,invalid_method,unknown
2159,2025-09-09 09:59:08,7,9,332.1,8,online,HALFOFF,North,credit_card,
2160,2025-08-13 11:24:12,1,,,1,online,WELCOME10,invalid_region,paypal,unknown
1235,2025-10-10 23:15:05,10,3,299.97,,,WELCOME10,East,invalid_method,
2162,2025-05-09 13:32:53,3,-1,-39.2,2,reseller,NOTVALID,invalid_region,invalid_method,completed
2163,,5,10,879.4,133,,STUDENT20,invalid_region,cash,completed
2164,2025-09-19 15:47:51,2,,,10,reseller,HALFOFF,North,cash,failed
2165,2025-09-02 12:40:07,3,,,133,,HALFOFF,invalid_region,invalid_method,failed
1428,2025-10-17 21:33:04,10,1,99.99,8,,WELCOME10,East,cash,completed
2167,2025-09-03 06:28:22,8,,,10,reseller,STUDENT20,,,completed
2168,2025-08-05 07:42:07.941119,5,3,263.82,2,invalid_channel,,,paypal,
2169,2025-03-27 19:01:36.464853,1,7,170.1,-5,store,,Central,invalid_method,failed
2170,not_a_timestamp,,2,,999,invalid_channel,,,credit_card,failed
260,2025-04-18 07:52:21,1,,,1,store,NOTVALID,invalid_region,credit_card,
2172,2025-10-25 22:45:23,10,7,699.93,-5,,STUDENT20,,paypal,pending
2173,2025-03-02 08:01:38,10,,,999,reseller,,,invalid_method,failed
2174,2025-01-26 20:57:07,2,7,445.2,2,store,STUDENT20,,paypal,pending
2175,2025-02-16 15:44:30,2,,,133,,HALFOFF,North,,unknown
,2025-12-24 16:52:18.370482,2,,,8,,,South,debit_card,pending
2177,2025-12-05 20:28:50,8,1,50,2,,,,cash,completed
2178,2025-01-28 05:37:22,8,,,1,,,East,cash,completed
2179,2025-02-08 17:58:20.777313,8,2,100,2,invalid_channel,STUDENT20,Central,credit_card,completed
2180,2025-10-17 14:42:30,9999999,,,999,invalid_channel,HALFOFF,Central,paypal,pending
1694,2025-07-08 01:21:23,10,,,8,reseller,NOTVALID,North,credit_card,unknown
2182,2025-01-21 07:26:16.867155,8,1,50,8,reseller,NOTVALID,,invalid_method,completed
2183,2025-04-24 23:55:47.565340,1,,,,,,South,,failed
2184,2025-04-05 07:08:19,2,,,32,store,NOTVALID,North,,completed
2185,2025-05-13 18:04:48.376569,8,,,133,,,South,debit_card,failed
,2025-11-13 12:04:56,5,6,527.64,,online,,East,paypal,
2187,2025-07-10 04:00:53,10,,,2,invalid_channel,HALFOFF,South,credit_card,completed
2188,2025-03-17 11:31:50.231931,5,,,32,store,WELCOME10,West,,failed
2189,2025-05-20 07:49:12,8,,,1,reseller,,,paypal,pending
2190,2025-01-18 06:58:12,3,,,133,,,,debit_card,unknown
,2025-01-14 11:48:11,5,,,,reseller,,South,,unknown
2192,not_a_timestamp,5,-1,-87.94,8,store,HALFOFF,Central,cash,pending
2193,2025-01-27 20:46:28.336857,10,,,1,online,,West,debit_card,pending
2194,,7,,,8,reseller,STUDENT20,North,invalid_method,pending
2195,2025-01-24 23:35:24,2,-1,-63.6,999,invalid_channel,WELCOME10,Central,paypal,completed
,,,,,32,online,STUDENT20,,debit_card,
2197,2025-06-11 12:49:27,3,,,1,reseller,,Central,cash,failed
2198,2025-11-24 22:26:36,7,,,-5,online,WELCOME10,invalid_region,invalid_method,pending
2199,2025-01-24 21:11:36.067313,1,4,97.2,133,invalid_channel,STUDENT20,South,,completed
2200,2025-02-23 10:13:32,8,,,,online,,,paypal,completed
,2025-07-09 18:28:59.888234,3,2,78.4,32,store,WELCOME10,West,,completed
2202,2025-07-14 16:39:57.487396,5,1,87.94,2,reseller,NOTVALID,,cash,
2203,,5,5,439.7,8,reseller,,Central,cash,completed
2204,2025-07-09 12:30:21,10,,,999,invalid_channel,HALFOFF,,cash,
2205,2025-09-09 02:28:55,2,1,63.6,999,online,WELCOME10,East,invalid_method,completed
,not_a_timestamp,7,6,221.4,133,reseller,WELCOME10,North,,unknown
2207,2025-07-18 04:44:37,1,-1,-24.3,1,reseller,NOTVALID,invalid_region,credit_card,failed
2208,2025-09-03 15:48:08.044891,,10,,999,store,NOTVALID,West,debit_card,pending
2209,2025-09-04 20:22:22.481588,2,,,2,store,STUDENT20,South,invalid_method,failed
2210,2025-12-08 10:37:11,1,10,243.0,10,reseller,HALFOFF,South,credit_card,failed
187,2025-12-25 11:01:46,3,,,999,invalid_channel,STUDENT20,North,,
2212,2025-10-25 12:44:18.668491,10,,,1,reseller,HALFOFF,West,debit_card,completed
2213,2025-04-08 05:43:05.289001,10,,,2,,STUDENT20,South,cash,completed
2214,2025-03-08 13:19:37.947423,3,,,2,invalid_channel,,South,credit_card,unknown
2215,2025-08-13 17:31:50.026316,3,8,313.6,32,online,NOTVALID,Central,paypal,pending
,2025-04-21 11:37:45.245232,2,5,318.0,,online,,East,,
2217,2025-09-15 23:45:23.114872,5,6,527.64,,store,HALFOFF,North,cash,pending
2218,2025-01-13 22:28:04,2,7,445.2,-5,store,,South,credit_card,pending
2219,2025-10-14 20:15:50,5,2,175.88,32,online,,invalid_region,credit_card,unknown
2220,2025-08-11 20:28:20.206394,8,,,2,online,NOTVALID,South,credit_card,
,2025-04-15 01:56:16,2,2,127.2,8,store,STUDENT20,West,cash,pending
2222,not_a_timestamp,10,8,799.92,-5,invalid_channel,WELCOME10,invalid_region,credit_card,
2223,2025-10-01 13:00:44,10,,,1,,NOTVALID,West,debit_card,completed
2224,2025-02-02 21:47:14,10,10,999.9,2,invalid_channel,HALFOFF,Central,debit_card,pending
2225,,9999999,8,79999992,8,invalid_channel,STUDENT20,East,invalid_method,completed
1928,2025-07-01 00:33:48.251432,5,8,703.52,10,online,,East,credit_card,pending
2227,2025-06-23 16:24:19,8,1,50,133,reseller,,West,,completed
2228,2025-01-11 20:24:36,10,10,999.9,-5,store,WELCOME10,South,cash,unknown
2229,2025-06-27 17:55:26,2,-2,-127.2,8,online,,South,invalid_method,failed
2230,2025-02-08 13:40:24,3,-1,-39.2,,,,,,pending
,not_a_timestamp,8,,,32,store,,North,paypal,completed
2232,not_a_timestamp,8,,,8,online,WELCOME10,North,invalid_method,completed
2233,2025-09-15 22:02:12,5,,,999,reseller,WELCOME10,invalid_region,invalid_method,
2234,2025-12-24 09:44:59,10,7,699.93,133,invalid_channel,,West,invalid_method,pending
2235,2025-03-19 09:45:12,8,-1,-50,8,,,invalid_region,invalid_method,unknown
1923,2025-12-13 00:31:24,7,8,295.2,,reseller,STUDENT20,Central,invalid_method,completed
2237,2025-03-03 07:12:04.381906,9999999,1,9999999,10,,STUDENT20,South,invalid_method,pending
2238,2025-08-20 10:12:29,2,,,,store,,Central,debit_card,failed
2239,2025-10-16 12:23:54,10,3,299.97,2,online,STUDENT20,invalid_region,credit_card,unknown
2240,2025-07-22 00:36:35,2,-1,-63.6,2,reseller,NOTVALID,West,debit_card,
,2025-04-28 15:44:02,5,,,2,invalid_channel,,South,debit_card,failed
2242,2025-12-19 01:01:25,2,,,-5,reseller,,Central,cash,completed
2243,2025-01-18 07:53:04,2,1,63.6,8,store,STUDENT20,,paypal,
2244,2025-06-28 08:25:52,1,1,24.3,999,invalid_channel,STUDENT20,West,paypal,
2245,2025-03-05 21:43:58,,,,133,reseller,,Central,invalid_method,unknown
,2025-08-09 23:18:08.844241,3,7,274.4,,invalid_channel,,North,,failed
2247,2025-03-13 23:58:48,3,1,39.2,2,store,,North,paypal,failed
2248,not_a_timestamp,5,,,133,invalid_channel,NOTVALID,Central,invalid_method,failed
2249,2025-06-23 20:58:41.821179,3,,,-5,store,,,paypal,unknown
2250,2025-05-18 00:15:34,5,,,999,online,,West,cash,unknown
,2025-01-07 22:08:33,5,,,1,online,,West,,
2252,2025-03-16 11:09:14,,,,133,,,South,credit_card,pending
2253,2025-09-13 15:23:23,10,,,,store,,,,completed
2254,2025-05-20 03:11:43,7,8,295.2,,invalid_channel,,South,paypal,unknown
2255,not_a_timestamp,10,,,1,invalid_channel,,East,credit_card,completed
884,2025-08-25 22:37:26,7,,,2,reseller,STUDENT20,,,completed
2257,2025-02-03 14:20:17,10,,,8,online,STUDENT20,North,cash,unknown
2258,2025-05-21 08:04:55,7,4,147.6,2,store,NOTVALID,Central,invalid_method,completed
2259,2025-03-21 16:30:21.572352,3,,,10,reseller,HALFOFF,West,invalid_method,failed
2260,not_a_timestamp,7,,,10,,HALFOFF,South,,
1156,2025-07-08 11:24:07.391869,2,2,127.2,-5,store,,Central,cash,failed
2262,2025-02-20 00:10:02,1,10,243.0,10,invalid_channel,NOTVALID,East,debit_card,
2263,2025-06-24 17:27:52.242820,3,-2,-78.4,133,,,South,,failed
2264,not_a_timestamp,9999999,3,29999997,10,store,HALFOFF,East,invalid_method,failed
2265,,9999999,,,8,online,HALFOFF,South,credit_card,pending
,2025-04-28 04:27:10,10,,,8,store,STUDENT20,,,pending
2267,2025-03-12 13:42:59,10,0,0.0,8,,NOTVALID,North,cash,completed
2268,2025-07-17 15:14:05.350340,2,,,1,store,,West,credit_card,pending
2269,2025-07-03 23:30:23.071554,,,,,online,NOTVALID,South,debit_card,completed
2270,2025-09-28 09:58:00,7,0,0.0,999,store,NOTVALID,South,,unknown
1192,2025-06-01 04:46:47,3,9,352.8,32,reseller,,East,debit_card,unknown
2272,2025-01-06 17:22:50,5,,,2,,HALFOFF,East,cash,completed
2273,2025-09-12 00:19:56,,,,1,store,HALFOFF,South,credit_card,failed
2274,2025-12-16 02:00:59,1,10,243.0,32,online,,East,paypal,unknown
2275,2025-03-27 08:23:28,7,10,369.0,133,reseller,NOTVALID,North,debit_card,completed
,2025-07-09 10:49:25.930985,,0,,,reseller,WELCOME10,,,
2277,2025-07-20 07:00:35,1,,,,invalid_channel,,North,invalid_method,completed
2278,2025-05-03 15:42:57,3,0,0.0,999,store,HALFOFF,West,cash,pending
2279,2025-05-14 04:00:58,7,,,8,invalid_channel,HALFOFF,,paypal,pending
2280,2025-05-28 03:49:49,,,,-5,online,NOTVALID,North,cash,completed
,2025-02-27 06:47:13,1,-2,-48.6,,reseller,,,credit_card,failed
2282,2025-03-25 18:14:53,2,-1,-63.6,133,online,STUDENT20,North,invalid_method,
2283,not_a_timestamp,10,-1,-99.99,133,online,WELCOME10,Central,credit_card,unknown
2284,2025-10-10 15:10:19,5,,,8,invalid_channel,WELCOME10,North,cash,failed
2285,,5,1,87.94,32,store,,East,credit_card,
1280,2025-09-02 02:21:12,1,,,133,store,,,credit_card,
2287,2025-12-08 03:42:28,5,,,,store,HALFOFF,South,paypal,pending
2288,2025-01-07 06:21:16.626360,3,,,133,store,HALFOFF,Central,paypal,completed
2289,2025-09-16 07:58:24.252568,2,,,,reseller,STUDENT20,West,paypal,pending
2290,2025-10-01 16:50:22,5,4,351.76,10,reseller,,,paypal,unknown
1374,2025-10-04 13:20:10.838173,2,-1,-63.6,-5,,,North,,unknown
2292,2025-04-26 23:51:15.372909,10,,,1,reseller,,,paypal,failed
2293,2025-03-01 15:35:22.618701,,,,-5,invalid_channel,HALFOFF,invalid_region,cash,failed
2294,2025-10-23 05:48:48,5,-1,-87.94,8,store,STUDENT20,Central,credit_card,
2295,2025-06-22 19:48:12,1,-1,-24.3,2,reseller,,East,paypal,unknown
,2025-05-16 02:11:29,9999999,,,8,invalid_channel,WELCOME10,Central,paypal,
2297,2025-02-23 15:48:54,9999999,,,133,invalid_channel,NOTVALID,West,invalid_method,pending
2298,2025-03-25 12:40:14,3,0,0.0,8,invalid_channel,WELCOME10,invalid_region,,failed
2299,2025-02-13 17:37:36,9999999,6,59999994,32,invalid_channel,HALFOFF,West,cash,unknown
2300,2025-08-12 04:12:42,1,,,1,store,HALFOFF,West,invalid_method,pending
779,2025-09-04 17:54:28,5,3,263.82,2,store,STUDENT20,West,paypal,completed
2302,2025-06-01 02:25:46.675572,10,9,899.91,8,,,invalid_region,,unknown
2303,not_a_timestamp,7,1,36.9,-5,reseller,STUDENT20,,credit_card,unknown
2304,2025-05-15 10:39:03,7,,,-5,invalid_channel,WELCOME10,West,paypal,completed
2305,2025-12-15 09:03:54,5,10,879.4,2,store,WELCOME10,South,paypal,unknown
634,2025-11-09 01:10:25,10,4,399.96,999,store,,Central,debit_card,pending
2307,2025-01-14 01:42:51,7,7,258.3,999,invalid_channel,,Central,,pending
2308,2025-12-18 11:45:10,3,0,0.0,8,,STUDENT20,North,cash,unknown
2309,2025-09-20 14:26:32,10,0,0.0,10,reseller,HALFOFF,South,debit_card,failed
2310,,1,,,32,invalid_channel,,,paypal,unknown
777,2025-11-11 03:13:13.385692,10,10,999.9,-5,store,HALFOFF,East,credit_card,failed
2312,2025-08-08 12:57:33,10,0,0.0,10,invalid_channel,NOTVALID,North,invalid_method,pending
2313,2025-03-27 03:46:26,2,,,8,,NOTVALID,East,,failed
2314,2025-02-09 13:34:31,10,,,,online,HALFOFF,South,debit_card,
2315,2025-09-27 03:07:33,2,3,190.8,,reseller,NOTVALID,West,cash,unknown
1967,2025-06-11 10:19:22,5,,,1,,WELCOME10,North,credit_card,completed
2317,2025-10-27 09:11:18.067830,2,1,63.6,-5,online,,South,credit_card,completed
2318,2025-09-16 13:44:56,7,,,999,store,WELCOME10,Central,cash,unknown
2319,2025-03-18 00:24:11,3,,,8,invalid_channel,HALFOFF,Central,,
2320,2025-12-20 10:03:18,9999999,0,0,32,online,STUDENT20,West,credit_card,completed
,2025-04-05 07:53:09.475851,9999999,,,-5,,,East,debit_card,
2322,2025-11-25 18:49:18,7,10,369.0,32,online,,East,,failed
2323,2025-12-22 12:42:36,5,10,879.4,2,invalid_channel,,Central,paypal,failed
2324,2025-11-14 19:21:50,1,,,8,store,NOTVALID,Central,credit_card,pending
2325,2025-06-16 09:09:51,10,6,599.94,8,reseller,NOTVALID,invalid_region,paypal,failed
1061,2025-08-09 09:28:55.619235,2,10,636.0,32,invalid_channel,STUDENT20,invalid_region,credit_card,completed
2327,2025-03-08 06:02:16,2,2,127.2,32,online,,North,invalid_method,completed
2328,2025-01-09 05:43:34,10,,,,,WELCOME10,South,credit_card,unknown
2329,2025-08-16 11:37:08,1,7,170.1,8,reseller,HALFOFF,South,invalid_method,failed
2330,2025-09-09 21:27:27,9999999,7,69999993,8,online,STUDENT20,East,,unknown
2023,2025-12-06 22:35:25,3,,,2,store,NOTVALID,West,credit_card,pending
2332,2025-02-06 06:12:17,2,,,8,online,,North,,failed
2333,2025-05-09 08:16:48.017426,,4,,,,STUDENT20,East,debit_card,
2334,2025-05-05 13:39:06,,4,,1,store,,,debit_card,failed
2335,2025-07-10 11:06:07,10,,,1,store,STUDENT20,invalid_region,paypal,failed
710,2025-01-10 15:18:15,1,0,0.0,8,invalid_channel,WELCOME10,East,cash,
2337,2025-11-09 03:58:44,8,,,-5,reseller,,North,debit_card,unknown
2338,2025-07-14 14:41:30,3,,,8,invalid_channel,,invalid_region,credit_card,failed
2339,2025-05-03 09:33:37,8,,,133,reseller,WELCOME10,,,pending
2340,2025-03-11 14:11:56,5,10,879.4,2,store,,West,,completed
,2025-03-17 17:04:01,2,-1,-63.6,,reseller,HALFOFF,South,cash,completed
2342,2025-05-20 07:35:53,,,,999,invalid_channel,,invalid_region,debit_card,completed
2343,,5,1,87.94,10,invalid_channel,WELCOME10,Central,paypal,
2344,2025-09-17 12:31:46,10,8,799.92,999,reseller,STUDENT20,North,invalid_method,failed
2345,2025-08-07 22:06:36,2,,,8,online,,West,credit_card,
,2025-12-07 04:10:55,5,1,87.94,8,,WELCOME10,South,debit_card,unknown
2347,2025-03-06 10:04:26,9999999,,,2,,,invalid_region,cash,completed
2348,2025-12-17 15:52:02.330545,2,,,2,reseller,HALFOFF,Central,debit_card,unknown
2349,2025-12-07 17:04:36,2,,,,invalid_channel,HALFOFF,Central,cash,failed
2350,2025-08-18 04:53:28,5,1,87.94,133,store,,invalid_region,cash,pending
1244,2025-03-07 11:11:40,2,,,2,online,HALFOFF,Central,paypal,failed
2352,2025-05-02 05:48:44,10,,,133,store,,North,debit_card,
2353,2025-06-09 00:35:50,10,5,499.95,8,,,Central,invalid_method,pending
2354,2025-12-14 00:55:07,2,,,2,invalid_channel,WELCOME10,Central,debit_card,failed
2355,2025-07-16 11:04:38,2,6,381.6,2,reseller,STUDENT20,West,invalid_method,
,2025-02-20 19:43:36.972946,10,,,8,online,WELCOME10,,cash,pending
2357,2025-03-24 13:36:48,3,8,313.6,1,invalid_channel,NOTVALID,South,cash,unknown
2358,2025-10-18 06:58:14.635232,2,4,254.4,-5,reseller,HALFOFF,Central,debit_card,pending
2359,2025-07-15 14:02:55,9999999,,,2,store,STUDENT20,Central,paypal,unknown
2360,2025-02-14 09:08:44.169808,10,,,,reseller,WELCOME10,West,,failed
,2025-03-23 13:56:03.172795,5,2,175.88,8,reseller,WELCOME10,East,paypal,pending
2362,2025-02-01 16:21:25,9999999,,,2,,HALFOFF,invalid_region,credit_card,completed
2363,2025-06-10 08:08:25,7,,,2,store,STUDENT20,invalid_region,cash,unknown
2364,,2,,,10,invalid_channel,,,paypal,completed
2365,2025-06-10 11:13:29,10,-2,-199.98,133,online,,North,debit_card,failed
1635,2025-06-26 11:59:48,8,7,350,2,store,NOTVALID,West,paypal,unknown
2367,not_a_timestamp,,2,,133,reseller,,,invalid_method,pending
2368,not_a_timestamp,8,,,8,reseller,STUDENT20,North,debit_card,pending
2369,,3,,,8,,WELCOME10,South,debit_card,
2370,2025-09-20 17:34:01,9999999,,,2,invalid_channel,,East,,unknown
2117,2025-07-10 01:06:27.608039,9999999,,,1,reseller,STUDENT20,South,,completed
2372,2025-01-26 02:44:18,5,,,,online,NOTVALID,Central,credit_card,completed
2373,2025-04-12 14:19:55,5,,,2,reseller,NOTVALID,,cash,pending
2374,2025-04-14 03:16:18,,1,,10,reseller,WELCOME10,South,,
2375,2025-01-22 16:48:51,10,,,8,invalid_channel,WELCOME10,West,debit_card,unknown
,2025-12-05 22:58:24.120600,9999999,10,99999990,,,HALFOFF,Central,credit_card,pending
2377,2025-08-24 10:44:08.919282,2,-2,-127.2,8,invalid_channel,HALFOFF,invalid_region,,
2378,2025-09-05 14:00:04,9999999,,,133,reseller,NOTVALID,Central,paypal,
2379,2025-06-02 20:23:55.483574,10,1,99.99,1,invalid_channel,STUDENT20,North,cash,completed
2380,2025-02-11 10:17:42,10,5,499.95,8,invalid_channel,,Central,debit_card,pending
,not_a_timestamp,2,0,0.0,1,store,,,invalid_method,pending
2382,2025-06-21 01:06:17,2,,,,store,HALFOFF,North,debit_card,
2383,,7,,,-5,reseller,,South,cash,
2384,2025-05-23 02:30:05,10,,,,,,South,debit_card,failed
2385,2025-01-03 02:07:47,10,-1,-99.99,1,,STUDENT20,invalid_region,paypal,
2312,2025-11-15 15:12:11,10,,,8,,,Central,debit_card,pending
2387,2025-04-23 20:16:11.996053,1,,,,invalid_channel,,Central,paypal,failed
2388,2025-06-04 20:13:35,3,3,117.6,32,reseller,HALFOFF,South,paypal,unknown
2389,not_a_timestamp,8,3,150,2,,HALFOFF,West,,failed
2390,2025-07-08 13:08:25,8,,,2,reseller,,West,credit_card,pending
78,2025-11-14 10:57:30,1,,,2,online,,North,,failed
2392,2025-10-16 17:16:58,3,9,352.8,8,invalid_channel,,invalid_region,,unknown
2393,,5,,,999,,STUDENT20,East,invalid_method,pending
2394,2025-08-13 20:08:10.506874,3,,,1,reseller,,invalid_region,paypal,completed
2395,2025-07-10 21:00:14.573204,5,10,879.4,32,online,WELCOME10,North,debit_card,failed
2256,2025-11-06 15:57:55.082627,,4,,1,invalid_channel,,North,invalid_method,completed
2397,2025-06-13 12:09:20,,7,,32,,,invalid_region,paypal,unknown
2398,2025-12-08 11:50:04,1,-2,-48.6,-5,online,NOTVALID,Central,invalid_method,unknown
2399,2025-07-16 05:16:15,1,9,218.7,1,invalid_channel,STUDENT20,invalid_region,debit_card,pending
2400,2025-01-19 04:19:47,1,10,243.0,1,,,East,invalid_method,
596,,2,9,572.4,32,,HALFOFF,West,invalid_method,pending
2402,2025-08-19 04:53:06.677991,1,,,8,store,,Central,cash,unknown
2403,2025-02-14 10:23:31.066135,2,,,,online,,North,credit_card,completed
2404,2025-03-22 15:45:19.965602,5,4,351.76,1,invalid_channel,,West,,pending
2405,2025-07-10 00:01:00,9999999,,,2,invalid_channel,,North,,failed
245,2025-09-02 10:11:41,,,,8,store,NOTVALID,East,,failed
2407,2025-07-27 17:34:44.907507,8,,,,,HALFOFF,West,credit_card,completed
2408,2025-05-16 05:20:52,10,1,99.99,,store,,invalid_region,invalid_method,
2409,2025-01-12 21:36:17,3,8,313.6,133,,NOTVALID,Central,,unknown
2410,2025-05-08 21:59:37,,0,,8,online,,South,paypal,unknown
,not_a_timestamp,9999999,2,19999998,2,invalid_channel,,invalid_region,paypal,unknown
2412,2025-12-24 13:21:02,5,,,10,online,,East,credit_card,failed
2413,2025-02-09 21:34:49.939398,,,,1,online,HALFOFF,invalid_region,invalid_method,
2414,2025-03-20 23:05:35.002035,10,,,,invalid_channel,WELCOME10,North,invalid_method,
2415,2025-08-12 05:31:47.072115,10,,,8,,WELCOME10,South,,completed
,2025-12-06 20:13:14,3,,,10,store,,invalid_region,,unknown
2417,2025-01-07 15:54:06.983541,10,-1,-99.99,32,store,HALFOFF,East,paypal,completed
2418,2025-01-16 10:29:03,9999999,-1,-9999999,-5,online,HALFOFF,invalid_region,invalid_method,unknown
2419,2025-12-16 09:43:29,10,,,-5,store,NOTVALID,East,paypal,
2420,not_a_timestamp,9999999,4,39999996,2,store,HALFOFF,,paypal,unknown
,2025-04-09 15:31:16,8,,,999,invalid_channel,STUDENT20,invalid_region,cash,
